area,bedrooms,open_sides,floors,location_score,price
4955.24,3,1,2,5.88,15548326.58
3969.35,6,2,1,3.44,12568342.33
3833.46,2,4,2,6.56,12376648.66
558.51,4,2,2,2.48,2163181.34
604.72,6,3,2,4.1,2590048.0
4444.94,2,3,3,5.18,14137741.14
1510.72,2,2,3,7.03,5418276.27
2776.5,2,2,2,1.23,8669473.67
2765.38,3,3,2,6.13,9139107.37
3140.79,5,4,1,6.26,10399158.1
861.05,2,4,1,8.96,3577789.84
4891.33,3,4,2,8.08,15793331.35
3324.01,5,4,3,4.15,10895542.92
3243.04,6,4,2,1.14,10194319.88
4380.64,3,4,1,9.13,14333805.52
3549.04,5,2,3,3.85,11373778.62
1293.74,6,2,1,2.11,4414406.13
2850.09,4,3,3,4.82,9390537.31
4157.6,2,3,3,7.28,13387690.54
4861.86,6,1,3,6.48,15633886.04
3299.39,1,3,1,8.44,10893978.64
1381.92,5,1,2,8.92,5334155.59
3043.1,4,3,3,7.77,10334651.86
3493.39,1,4,3,4.56,11131483.1
2960.2,4,1,2,5.9,9710501.41
709.03,5,3,2,3.06,2780253.07
1899.42,2,4,3,2.72,6220433.89
833.2,5,3,3,7.51,3587153.53
899.16,1,3,1,6.74,3486630.58
4551.88,3,2,2,1.76,14045620.89
2356.78,5,3,3,8.1,8288895.29
1940.22,1,4,2,2.5,6259913.16
1956.56,3,4,1,4.75,6642249.73
4373.29,4,2,1,2.13,13541768.96
2167.89,2,2,3,7.58,7446601.73
3135.99,4,1,1,3.29,9996363.29
2058.56,6,4,3,7.87,7450965.85
3993.86,3,1,2,5.87,12770129.86
2409.0,1,2,2,5.6,7953450.81
4076.65,3,1,2,9.33,13422006.16
3964.97,3,4,1,2.94,12457711.13
3179.23,5,4,3,6.5,10603208.44
3190.55,5,4,2,6.72,10681049.21
4796.89,4,1,2,8.5,15498608.87
4954.82,5,2,1,2.98,15441720.52
2100.53,5,2,1,7.3,7358715.19
4599.17,3,1,1,4.52,14503720.46
1662.1,3,1,3,5.19,5695131.95
4116.52,4,4,3,6.04,13243514.03
4494.67,1,3,2,9.82,14591100.47
761.38,6,3,1,9.91,3626640.99
614.24,4,4,2,3.66,2497212.19
1423.13,4,2,2,2.9,4848055.44
2443.75,1,2,3,9.93,8462251.85
4408.7,6,2,1,5.91,14131290.12
2007.08,6,1,2,6.92,7141184.17
1721.07,2,2,3,1.43,5435576.91
541.39,5,4,2,9.91,2991455.75
4561.49,6,2,2,2.07,14262079.99
1664.51,3,4,3,4.61,5762015.85
711.35,4,3,2,1.89,2639144.07
2773.64,3,3,1,2.91,8842030.13
564.77,4,2,2,6.39,2574755.09
1870.76,2,1,1,6.07,6342367.04
1781.78,5,4,3,4.49,6223655.39
906.3,5,1,1,9.57,3919209.28
1730.33,3,2,1,6.26,5971923.85
3776.85,4,2,1,9.9,12662967.54
4257.19,3,1,1,8.4,13860718.14
2291.76,4,4,2,7.37,7881927.89
786.01,1,4,2,1.47,2663798.17
4677.43,4,4,2,3.25,14685229.86
4432.51,5,1,3,8.86,14439224.92
3343.27,4,1,3,7.11,11053557.01
4591.94,2,2,1,8.61,14781984.46
4144.44,5,3,2,8.44,13571061.84
1506.18,2,3,1,9.84,5812891.05
2475.37,6,4,1,3.62,8210455.03
4651.25,3,3,3,6.4,14802964.48
2513.36,3,3,1,4.72,8328278.11
1892.87,3,3,3,7.42,6696435.64
4136.54,5,2,2,9.54,13768635.66
1381.06,5,1,1,3.09,4677582.69
1509.21,5,4,2,5.93,5572071.96
1950.59,1,2,1,1.18,6129165.07
2693.44,4,1,2,4.21,8739208.11
2992.34,2,2,1,7.56,9904945.35
3125.16,3,3,1,5.31,10101945.24
3012.82,6,4,3,5.78,10167979.69
2527.45,2,2,1,5.76,8281140.22
1571.82,2,4,1,3.5,5321035.8
997.84,4,2,2,7.67,4019413.61
1798.84,6,1,2,4.95,6204738.88
1021.41,5,1,3,2.83,3791347.83
4510.14,4,2,1,9.48,14789706.32
1768.35,1,1,2,4.73,5957119.63
3962.72,1,4,1,5.97,12564458.68
4078.7,1,1,1,1.03,12439601.65
3465.16,1,4,3,5.56,11279060.1
4863.13,4,1,3,3.3,15193418.8
3291.39,5,3,3,6.67,10865666.46
1339.33,1,1,2,8.28,4909257.12
4825.36,4,4,3,4.36,15240901.2
3404.63,3,1,3,7.33,11141779.89
3635.32,4,1,3,3.66,11539175.85
2426.83,2,1,3,1.02,7563797.7
2762.24,3,1,2,2.14,8765259.9
4864.45,3,1,3,9.9,15890574.37
4588.03,3,2,3,9.45,14844990.68
520.84,2,4,2,9.42,2732655.94
4491.89,4,3,2,9.84,14766616.92
703.52,2,2,1,5.14,2652385.74
3281.98,1,3,3,7.96,10728873.62
1499.49,3,4,1,1.47,4961274.16
1753.91,3,2,3,8.18,6376974.92
2120.86,5,3,3,9.2,7629884.32
4762.62,4,4,3,7.77,15449982.36
3668.36,5,2,3,8.72,12325649.45
3492.67,2,4,2,4.7,11154906.01
2900.57,2,1,3,7.29,9616227.2
3159.02,6,3,3,6.63,10655475.27
3005.43,1,3,2,7.02,9879963.39
4715.73,5,2,3,7.73,15220221.14
4541.24,4,3,2,6.86,14609192.1
1317.19,4,1,1,3.28,4602222.05
1236.45,6,2,1,8.88,4961378.21
1943.51,1,2,2,8.91,6838363.88
4697.28,1,4,2,8.67,15055843.26
4548.09,6,1,1,7.89,14713730.56
835.48,5,1,2,1.41,3012560.82
3863.62,4,2,1,6.68,12603193.18
549.48,2,1,2,1.14,1956612.15
1498.87,5,1,3,9.22,5786463.0
1660.56,2,2,1,2.15,5343276.8
2814.05,2,2,1,8.56,9375264.01
956.62,6,3,3,3.93,3665002.51
955.05,5,1,2,9.56,4107930.27
2079.12,1,4,1,5.61,6998778.28
588.7,6,4,1,7.1,2872722.14
759.01,4,3,1,5.46,3128041.98
4309.04,3,4,1,3.51,13520435.61
1301.16,2,3,3,4.02,4580809.1
3041.79,3,1,2,9.35,10330792.83
2802.55,6,1,1,5.99,9376885.62
4229.32,3,1,2,7.54,13681930.55
3765.74,6,3,1,6.45,12318517.02
2133.87,6,3,1,1.85,6998989.46
912.12,1,2,2,6.02,3405956.83
2284.44,6,4,3,9.71,8384921.71
4378.04,1,2,1,3.64,13646120.76
558.93,1,2,3,7.78,2633241.62
3885.69,4,1,2,5.92,12482984.92
3606.78,5,3,2,8.82,12111472.4
3704.81,5,4,2,9.81,12519900.25
4505.02,1,4,2,3.06,14045035.61
3230.22,2,3,2,3.39,10250025.8
3193.96,5,2,3,1.0,9987823.14
4688.41,1,2,1,4.73,14571483.62
2214.01,4,2,3,6.4,7561463.86
3112.65,1,2,3,9.97,10473720.32
2835.13,1,1,2,8.02,9480646.19
4535.55,4,1,1,3.78,14285591.28
3506.38,3,3,3,9.86,11652589.33
1073.7,6,2,2,2.18,3874177.56
3878.92,6,4,2,2.09,12270598.45
2290.35,6,4,2,6.43,7919910.88
2462.57,5,2,1,8.06,8446403.2
4301.94,1,4,1,8.96,13847202.19
1268.99,1,4,3,4.13,4485654.71
1580.66,5,1,2,8.64,5902231.8
2823.35,3,4,3,4.58,9239979.59
4445.45,2,4,3,4.62,14075302.72
641.43,5,4,2,7.86,3046363.15
4009.44,5,1,1,8.06,13149572.03
4584.05,6,3,1,4.73,14600745.1
2468.64,5,2,3,7.0,8450130.88
3975.1,3,1,2,9.38,13022322.21
3281.58,4,3,2,1.57,10396837.38
2034.8,1,2,1,2.47,6499179.43
2004.1,4,3,1,2.04,6547189.67
4053.28,1,4,1,1.2,12449239.4
3185.79,6,2,3,2.3,10278501.88
3680.86,5,2,3,6.31,12021649.66
1183.56,6,3,2,3.81,4429895.62
2067.15,1,1,1,7.73,7123541.31
4574.08,3,2,1,3.44,14235806.88
4736.59,6,3,3,8.08,15466594.81
1745.95,6,2,3,8.75,6514130.18
4431.1,1,1,2,5.22,13892662.23
4408.11,5,4,2,8.71,14524660.21
1597.95,5,2,3,5.95,5738964.13
3630.87,5,1,2,4.33,11618011.55
3766.8,6,4,1,2.85,12004014.22
614.39,2,2,1,4.65,2476211.38
853.05,2,4,3,7.94,3647999.28
922.92,1,4,3,7.31,3762170.51
1590.84,5,3,3,1.5,5325928.08
4073.11,3,1,1,8.2,13246476.87
4616.81,6,1,1,8.68,15046613.88
4289.54,4,3,1,8.82,14051267.4
3173.59,4,1,1,2.67,10019209.74
4165.59,5,4,3,9.86,13836949.76
3464.12,1,4,1,8.25,11344581.64
3005.61,1,1,3,6.63,9719607.39
619.3,3,3,3,5.98,2686343.55
1753.66,4,3,2,4.52,6033496.06
884.06,5,2,2,4.35,3418199.68
4574.22,1,2,2,7.74,14676220.45
2339.3,3,1,1,2.73,7455043.24
1799.12,6,2,2,8.05,6600037.43
1280.18,5,3,1,4.38,4627985.72
683.28,5,3,2,4.67,2852661.83
3202.33,1,1,1,7.3,10452747.7
4109.89,5,2,1,5.17,13177981.44
2038.18,4,4,2,1.54,6571573.36
2883.43,3,2,1,8.9,9783302.79
1853.95,6,1,1,5.56,6450654.84
982.27,5,2,3,8.29,4190645.03
1422.43,4,1,1,9.45,5478473.66
1028.87,6,1,1,3.53,3840383.33
704.51,3,2,1,8.48,3095028.31
3423.35,4,1,1,2.84,10857394.39
4350.63,5,2,2,1.8,13605994.81
1763.48,2,4,1,5.98,6150541.92
2090.09,6,1,3,5.93,7254886.89
2251.83,3,2,1,9.06,7833868.24
3459.26,3,4,1,1.67,10877578.65
3225.99,2,2,3,9.24,10786429.36
4062.11,4,3,1,6.18,13087755.75
4033.29,1,2,3,9.77,13182289.44
3867.17,3,3,2,9.46,12807048.38
592.63,1,2,3,5.33,2502909.86
884.79,2,3,1,3.16,3149734.21
1161.83,1,4,1,8.21,4399473.13
3566.76,1,1,2,4.18,11192235.44
1444.58,3,4,1,6.12,5236155.22
2196.25,1,1,1,9.93,7725006.68
4729.24,2,4,1,6.04,14999670.34
2737.62,3,4,1,5.34,8967379.3
1115.99,4,1,2,6.23,4228295.6
817.56,2,3,1,9.32,3679118.4
2518.0,1,1,3,4.71,8087570.51
2480.69,3,3,1,8.56,8551120.89
4087.83,2,1,1,2.49,12659176.27
4614.34,6,4,1,2.23,14477202.23
4048.69,6,3,2,5.62,13059884.59
3394.8,5,1,3,8.45,11287259.34
2442.47,3,3,2,6.78,8318574.83
2240.31,5,1,1,9.84,8001770.61
2237.46,2,2,2,6.69,7404404.99
2784.25,5,2,3,5.27,9269488.93
683.49,4,2,2,7.09,3051646.49
1168.98,5,1,3,7.96,4648365.24
2008.39,2,2,3,5.62,6832551.32
1614.79,1,1,3,4.77,5454850.73
753.36,2,1,2,6.83,3061346.06
2194.09,5,3,3,4.73,7399741.76
4362.86,5,1,3,7.59,14179725.17
1633.1,4,2,2,4.34,5695027.01
3522.65,5,2,1,8.41,11628012.31
2388.2,3,2,1,8.06,8206004.28
2998.4,3,2,1,4.87,9734067.68
1926.15,6,2,2,1.06,6221304.52
4587.2,4,3,1,6.54,14647392.79
1325.32,5,4,2,5.0,4942738.12
4543.49,1,1,3,8.07,14509470.93
3369.01,4,3,3,6.77,11118712.68
2020.98,4,1,2,5.92,6974775.32
1316.46,5,1,1,4.07,4650750.93
1711.59,1,3,1,6.22,5890287.14
3632.13,1,1,1,1.45,11147719.6
3129.41,3,2,1,9.36,10552516.67
1076.21,3,3,3,1.72,3623421.24
2055.5,2,2,2,7.36,7119187.31
1223.07,1,4,3,5.51,4398257.48
3899.98,1,2,2,3.42,12234196.73
4533.51,3,3,2,2.79,14085484.83
1079.96,2,4,2,1.12,3541051.96
1262.72,3,4,1,7.95,4882357.75
4338.54,5,3,1,5.04,13864050.48
3115.57,4,2,2,5.77,10269063.21
3750.2,6,4,2,8.65,12668812.91
4643.93,4,4,3,4.99,14751348.17
2624.97,1,4,3,7.83,8884890.09
3065.28,2,4,3,6.65,10198776.06
4694.53,5,4,2,6.3,15129268.42
2633.78,6,1,3,2.89,8546857.43
4245.99,3,1,1,1.82,13060292.14
1010.63,2,4,2,2.68,3661354.13
3080.47,1,4,1,8.84,10263645.42
910.79,3,2,2,6.15,3561956.98
1202.08,1,3,2,9.11,4719766.81
1225.5,2,2,1,5.34,4282178.04
898.22,1,2,2,3.66,3213372.91
4391.25,4,4,3,4.99,13943300.53
3123.69,6,4,3,5.04,10371204.17
4112.84,5,3,3,7.34,13422428.29
2111.73,3,4,3,7.99,7528214.78
3138.03,3,1,2,9.9,10683247.02
4873.02,1,1,3,4.92,15289347.64
1133.86,5,4,3,7.96,4616245.23
3788.9,6,4,1,8.46,12539763.63
1718.75,2,3,3,9.89,6438372.91
1825.02,4,2,3,6.51,6450459.38
3658.85,4,4,1,4.95,11775354.01
4614.85,6,2,3,9.48,15240713.05
2801.04,4,3,1,8.26,9484662.92
2539.8,1,3,3,7.74,8602553.17
2582.06,1,3,3,6.98,8685464.64
1223.64,2,2,1,1.1,4035598.32
2984.21,4,4,2,9.47,10251747.36
2728.3,4,3,1,4.87,8935325.76
2385.16,5,1,3,3.51,7872804.52
1260.21,3,4,3,4.62,4560354.2
4665.06,2,3,2,3.13,14572045.77
4272.48,4,1,1,7.52,13769967.56
3431.39,4,3,1,4.2,11018398.22
2155.02,1,4,3,5.34,7167295.71
2910.99,6,3,2,7.43,9867678.9
3859.21,3,3,1,6.24,12536095.65
3469.93,1,1,2,4.7,10993000.52
3348.96,5,1,3,4.0,10768307.21
2136.33,2,1,1,7.04,7262986.26
3609.22,4,3,2,8.66,12002606.0
3654.36,2,1,1,6.5,11870893.61
1279.41,3,4,3,4.68,4596130.62
4517.02,5,3,1,2.7,14188191.21
4078.34,2,2,1,3.28,12698054.09
3508.89,4,3,2,4.92,11236416.56
3227.79,2,1,2,3.51,10170994.75
4235.99,1,3,1,9.93,13903110.48
1979.38,4,3,1,9.65,7238694.42
